流水号,标题,英文标题,摘要,关键词,特征词,作者,作者单位,学科分类号,出处,ISSN,国内代码,人名主题,内部代码,语种,基金,国省市名,参文数,更新日期,著者文摘,期刊名,出版年,卷,期,页码
"2017383741
","氨茶碱对原发性呼吸暂停早产儿的疗效分析
","
","目的:分析氨茶碱对原发性呼吸暂停早产儿的疗效。方法:选取2014年6月至2016年8月我院收治的原发性呼吸暂停早产儿78例为研究对象,采用随机数表法分为观察组和对照组各39例,对照组给予纳洛酮联合枸橼酸咖啡因治疗,观察组给予氨茶碱联合纳洛酮治疗,记录两组住院时间、氧疗持续时间及治疗前后PaO2/FiO2,观察其呼吸暂停有效、死亡、支气管肺发育不良、脑损伤、耳声发射检测未通过情况,评价疗效,同时记录两组不良反应发生率。结果:观察组住院时间(42.48±1.25)d、氧疗持续时间(18.75±1.11)d、治疗前Pa02/FiO2(18.75±1.11)mmHg与对照组比较无显著差异(P>0.05),治疗后两组Pa02/Fi02均明显升高(P<0.05),但组问比较无显著差异(P>0.05);观察组呼吸暂停、死亡、支气管肺发育不良、脑损伤、耳声发射检测未通过率与对照组比较差异无统计学意义(P>0.05);观察组不良反应发生率20.51%较对照组5.13%高(P<0.05)。结论:氨茶碱对原发性呼吸暂停早产儿的疗效与枸橼酸咖啡因相似,但其不良反应发生率较高,临床需根据实际情况用药。
","氨茶碱;原发性;呼吸暂停早产儿;疗效
","人类
","张荣华;谭秀贞;张建华
","广东省佛山市南海区第六人民医院,佛山 528248
","R563.8;R651.15;R722;*R969.4;R972.4;R974.3
","海峡药学;2017;29(5):129-131
","1006-3765
","35-1173/R
","
","HG4
","
","佛山科学技术局2016年自筹经费类科技计划项目(项目编号:20161)66)
","广东
","0
","20171231
","AA
","海峡药学
","2017
","29
","5
","129-131
"
"2017382984
","对新生儿听力筛查方法实施改进的效果观察
","Observation of effect of improvement of newborn hearing screening method
","目的:探讨如何通过专业指导,提升新生儿听力筛查效果。方法:选取2012年2月-2016年8月院内分娩的新生儿2400例,采用数字表法将其随机等分为试验组和对照组。两组新生儿均应用自动脑干诱发电位技术,在分娩后3d内至产妇出院前(新生儿重症监护室则为高危儿出院前)进行听力筛查,高危儿在病情稳定后进行筛查。初筛未通过者于出生后42d复筛,如复筛仍未通过则于3个月龄进行听力学诊断。试验组由2名经过听力筛查系统培训且具有主管护师以上职称的人员负责建立听力筛查并指导协助护士工作,同时对疑似听力障碍的新生儿进行相应的护理干预;对照组按照护士班次的职责行普遍听力筛查及护理过程。观察两组新生儿初筛、复筛情况。结果:试验组初筛、复筛效果比较差异有统计学意义(P<0.05)。结论:建立规范新生儿听力筛查过程,有利于提高新生儿听力初筛率、复筛率,降低失访率,有利于听力障碍儿童的早发现、早治疗。
","新生儿;听力筛查;过程;护理
","儿童;女(雌)性;人类;妊娠;婴儿, 新生
","温端仪;徐德乐;陈月明;周筱钏;侯超
","广州医科大学附属第三医院荔湾医院新生儿科,广州市 510170
","R192.6;R197.323;R714.3;R764.5
","护理实践与研究;2017;14(9):81-82
","1672-9676
","13-1352/R
","
","HL1
","
","
","广东
","0
","20171231
","AA
","护理实践与研究
","2017
","14
","9
","81-82
"
"2017382326
","糖皮质激素三种给药途径治疗突发性耳聋疗效分析
","
","目的:研究、分析糖皮质激素三种给药途径治疗突发性耳聋的临床效果.方法:选取60例突发性耳聋患者为研究对象,随机分成Ⅰ、Ⅱ、Ⅲ三个小组,各20例;其中Ⅰ组给予糖皮质激素鼓室注射治疗,Ⅱ组给予糖皮质激素口服治疗,Ⅲ组给予糖皮质激素静脉滴注治疗,观察、分析三组患者的治疗效果、听力改善情况及不良反应情况等.结果:治疗后,对三组患者的治疗有效率进行观察、对比,Ⅰ组治疗有效率明显高于Ⅱ、Ⅲ组,差异有统计学意义(P<0.05),对比患者的听力改善情况,Ⅰ组明显较优(P<0.05),组间不良反应对比,差异无统计学意义(P>0.05).结论:突发性耳聋患者的治疗中,给予糖皮质激素鼓室注射治疗具有良好的临床效果.
","突发性耳聋;糖皮质激素;鼓室注射;临床效果
","人类
","徐春来
","广东省河源市人民医院耳鼻咽喉科,广东河源 517000
","R195.1;R339.16;R764.437;R916.4;R977.11
","吉林医学;2017;38(6):1114-1115
","1004-0412
","22-1115/R
","
","J03
","
","
","广东
","0
","20171231
","AA
","吉林医学
","2017
","38
","6
","1114-1115
"
"2017380467
","耳内镜治疗中耳胆脂瘤的疗效分析
","
","目的:通过耳内镜及显微镜治疗中耳胆脂瘤,分析耳内镜治疗中耳胆脂瘤的临床效果。方法:回顾性分析我院2011年3月至2016年3月收治的中耳胆脂瘤患者128例为研究对象,随机将其分为耳内镜组和耳显微镜组,各64例。观察对比两组患者经过不同手术方式治疗后的听力、术后干耳及并发症发生情况。结果:手术后,耳内镜组87.50%的患者听力得到了改善,耳显微镜组76.56%的患者听力得到了改善,两组患者听力改善情况比较,差异具有统计学意义(P<0.05);两组患者干耳时间及并发症发生情况比较,差异无统计学意义(P>0.05)。结论:耳内镜治疗中耳胆脂瘤具有听力改善明显,住院周期短,损伤小等优点。
","耳内镜;胆脂瘤;听力;中耳
","人类
","范敏杰
","陕西省韩城市人民医院耳鼻喉科,陕西渭南 715400
","R322.92;R322.923;R339.16;R764.29
","临床医学研究与实践;2017;2(13):82-83
","2096-1413
","61-1503/R
","
","JT12
","
","
","陕西
","0
","20171231
","AA
","临床医学研究与实践
","2017
","2
","13
","82-83
"
"2017379554
","自我护理模式在突发性耳聋病人中的应用
","
","目的:探讨自我护理模式在突发性耳聋病人中的应用。方法:将126例突发性耳聋病人随机分为对照组和观察组各63例,对照组和观察组均进行常规护理,观察组另行病人自我护理模式的构建,观察、分析、比较两组病人的自我护理能力、自我效能感、焦虑抑郁等心理状况、依从性及满意度和听力恢复水平。结果:观察组护理后自我护理能力和自我效能感程度明显高于对照组,焦虑、抑郁程度低于对照组,依从性及满意度、听力恢复情况优于对照组(P<0.05)。结论:在突发性耳聋病人中应用自我护理模式可提高病人自我护理能力、自我效能感、治疗护理的依从性,减轻焦虑和抑郁,有利于听力恢复。
","突发性耳聋;自我效能感;自我护理;心理状况
","人类
","王玉春;朱春萍;闫果珍;樊桂莲;岳欣
","徐州医科大学附属医院, 221000
","R47;*R473.76;R749.72;R764.437
","全科护理;2017;15(16):1962-1964
","1674-4748
","14-1349/R
","
","JT3
","
","
","江苏
","0
","20171231
","AA
","全科护理
","2017
","15
","16
","1962-1964
"
"2017376300
","改良骨导方治疗开放性软组织损伤的最佳药物浓度筛选
","Filtration of the Best Medicine Concentration for Treatment of Open Soft Tissue Damage with the Improved Gudaofang
","目的:通过观察不同浓度改良骨导方治疗开放性软组织损伤的临床疗效,确定其治疗开放性软组织损伤的最佳浓度。方法:2014年6月-2016年6月在本院治疗的开放性软组织损伤患者150例,按随机数字表法随机分为治疗组A(40例)、治疗组B(40例)、治疗组C(30例)和对照组(D组,40例)。治疗组A、治疗组B、治疗组C分别采用10%、20%、30%的改良骨导方药物湿敷伤口,对照组采用75%的酒精湿敷伤口。从压痛评分及肿胀程度评价其临床疗效。结果:与治疗前比较,不同浓度改良骨导方均能显著降低患者压痛评分及肿胀程度(P<0.05),治疗组A、B、C的总有效率分别为92.5%、97.5%、97.5%,均明显优于对照组的77.5%(P<0.05)。结论:不同浓度的改良骨导方治疗开放性软组织损伤均有一定的临床疗效,20%浓度的改良骨导方性价比最高,是最佳药物浓度。
","改良骨导方;开放性软组织损伤;药物浓度;筛选
","人类
","向超;李春;饶剑花;王宗帅;李笔锋
","清远市中医院,广东清远 511500
","R244.9;R322.41;R338.3;R641;*R932
","现代医院;2017;17(5):761-763
","1671-332X
","44-1534/Z
","
","XD3
","
","清远市科技计划项目(编号:2014B073)
","广东
","0
","20171231
","AA
","现代医院
","2017
","17
","5
","761-763
"
"2017376219
","益气聪明汤联合高压氧治疗突发性耳聋疗效观察
","
","目的:探讨益气聪明汤联合高压氧治疗突发性耳聋的临床疗效。方法:将100例突发性耳聋患者随机分为研究组与对照组,对照组采用高压氧联合常规药物治疗,研究组在对照组治疗基础上采用益气聪明汤治疗,治疗结束后比较2组临床疗效与听力改善情况。结果:研究组临床治疗总有效率明显高于对照组(P<0.05)。治疗后2组患者听力均明显改善(P均<0.05),研究组低频区听力优于对照组(P<0.05)。研究组耳鸣、眩晕、呕吐等伴随症状消失时间均明显短于对照组(P均<0.05)。治疗后2组患者血液流变学指标均明显改善(P均<0.05),研究组全血高切黏度、全血中切黏度、全血低切黏度、血浆黏度、红细胞压积及红细胞聚集指数均低于对照组(P均<0.05),红细胞变形指数高于对照组(P<0.05)。结论:益气聪明汤联合高压氧可显著改善突发性耳聋患者血液流变学指标,促进听力状况及伴随症状迅速改善,临床疗效较好。
","突发性耳聋;高压氧;益气聪明汤
","人类
","张会芳
","河北省保定市第一中心医院,河北保定 071000
","R289.5;R339.16;R459.6;*R764.437
","现代中西医结合杂志;2017;26(18):2025-2027,2040
","1008-8849
","13-1283/R
","
","H31
","
","
","河北
","0
","20171231
","AA
","现代中西医结合杂志
","2017
","26
","18
","2025-2027,2040
"
"2017372554
","鼠神经生长因子穴位注射治疗脑损伤综合征合并听力损伤的研究
","
","目的:探究鼠神经生长因子穴位注射治疗脑损伤综合征合并听力损伤的临床疗效。方法:选择2016年1月至2016年6月收治的80例脑损伤综合征合并听力损伤患儿为研究对象,随机分为实验组和对照组,各40例。对照组患儿仅给予听力训练、肢体功能训练以及佩戴助听器等综合治疗。实验组患儿在对照组患者治疗的基础之上在听宫、风池、外关以及耳门等穴位注射鼠神经生长因子进行治疗。比较两组患儿的临床疗效以及治疗前后Gesell评分的变化,分析临床疗效与听力损失程度的关系。结果:经治疗,实验组治愈9例,显效18例,有效23例,无效14例,总有效率为78.1%,显著高于对照组的25.8%(P<0.01)。治疗前,两组患儿在适应性、精细动作、语言以及个人-社交能力等4个方面的评分无统计学差异(P均>0.05);治疗后,实验组患儿4项指标的评分均较治疗前显著提高(P均<0.05),也较对照组明显提高(P均<0.05)。在实验组患者中,轻度听力损失的病耳的总有效率为94.4%,显著高于听力损失程度为中度、重度的病耳(63.6%,62.5%,P<0.05)。结论:鼠神经生长因子穴位注射治疗脑损伤综合征合并听力损伤患儿,不仅提高了临床疗效,而且改善了患儿的生活质量,是一种临床疗效令人满意的治疗药物。
","鼠神经生长因子;穴位注射;脑损伤综合征;听力损伤;Gesell评分
","动物;儿童;人类
","黄锐(1);赵颖(2);王玉忠(3)
","(1)吉林大学第二临床医院神经外一科,吉林长春 130012; (2)吉林大学第二临床医院手足外科,吉林长春 130012; (3)济宁医学院神经外科研究所,山东济宁 415000
","R-332;R245.319;R341;R349.32;R442.8;*R726.511.9;R764.5;R977.6
","中国临床研究;2017;30(5):642-644
","1674-8182
","32-1811/R
","
","ZY1
","
","国家自然科学基金(81301072)
","吉林
","0
","20171231
","AA
","中国临床研究
","2017
","30
","5
","642-644
"
"2017371111
","母乳喂养(充分吸吮)降低新生儿听力筛查假阳性率的调查
","
","目的:分析母乳喂养(充分吸吮)对降低新生儿听力筛查假阳性率的临床疗效。方法:86例初筛阳性的足月正常新生儿,随机分为对照组和干预组,每组43例。使用畸变产物耳声发射(DPOAE)进行听力筛查,对照组按常规方法到产科病房进行听力筛查,干预组进行听力筛查前针对新生儿听力筛查中的影响因素采取母乳喂养(充分吸吮)。观察和对比两组新生儿听力测试状态优良率及听力筛查成功率。结果:干预组新生儿听力测试状态优良率为95.35%,明显高于对照组的74.42%,差异有统计学意义(P<0.05)。干预组新生儿听力筛查成功率为95.35%,明显高于对照组的81.40%,差异有统计学意义(P<0.05)。结论:新生儿出生后母乳喂养(充分吸吮)可降低新生儿听力筛查的假阳性率,明显提高新生儿听力首次筛查通过率,降低复筛率,值得临床推广使用。
","母乳喂养;新生儿;听力筛查;假阳性率
","人类;婴儿, 新生
","龙丽飞
","中山市东凤人民医院, 528425
","R-05;R-056;R174.4;R181.2;R764.04
","中国实用医药;2017;12(13):183-184
","1673-7555
","11-5547/R
","
","ZG92
","
","
","广东
","0
","20171231
","AA
","中国实用医药
","2017
","12
","13
","183-184
"
"2017370439
","现代护理在分泌性中耳炎围术期听力护理中的应用效果评价
","Evaluation on the Effect of Modern Nursing in the Perioperative Nursing of Patients With Secretory Otitis Media
","目的:探讨对分泌性中耳炎患者开展围术期听力护理工作过程中,现代护理的临床应用价值。方法:选择我院2015年5月-2017年2月收治的90例分泌性中耳炎患者作为实验对象;所有分泌性中耳炎患者的听力护理分组通过随机数表法展开;对照组:听力护理过程中应用常规护理模式;观察组:听力护理过程中应用现代护理模式;对最终听力护理总有效率加以回顾性分析。结果:观察组患者听力护理总有效率(97.78%)高于对照组分泌性中耳炎患者(82.22%),P<0.05。结论:对于分泌性中耳炎患者,有效选择现代护理模式展开围术期听力护理工作,对于听力护理总有效率的提高表现出显著的促进作用。
","现代护理;分泌性中耳炎;围术期;听力护理
","人类
","张菊
","吉林省人民医院耳鼻喉科,吉林长春 130021
","R339.16;R47;*R473;R619.1;R764.21
","中国卫生标准管理;2017;8(11):183-185
","1674-9316
","11-5908/R
","
","ZG52
","
","
","吉林
","0
","20171231
","AA
","中国卫生标准管理
","2017
","8
","11
","183-185
"
"2017368574
","耳后注射甲强龙对全聋型突发性聋疗效分析
","Effect analysis of injecting methylprednisolone into the posterior ear on sudden hearing loss of total deafness type
","目的:探讨采用耳后注射甲强龙对全聋型突发性聋的临床疗效分析。方法:选择2015年1月－2016年1月期间在我院就诊的42例全聋型突发性聋患者,按照随机原则分为两组,两组患者均采用改善微循环、营养神经等常规治疗,其中对照组中再行非耳后注射地塞米松治疗,而观察组患者则是行耳后注射甲强龙治疗,对比两组患者在治疗两周后的临床疗效,各频段听力提高值。结果:观察组的听力疗效情况相比于对照组改善程度更明显,差异有统计学意义(P<0.05)。对照组患者治疗后在125－250Hz、125－500Hz、500－2000Hz、4000－8000Hz以及250－4000Hz这5个频段上听力提高值均不及观察组,并且125.250Hz、125－500Hz这两个频段和观察组比较差异有统计学意义(P<0.05)。结论:对于全聋型突发性耳聋的患者,可以在营养神经、改善微循环等常规治疗的基础上给予耳后注射液甲强龙,可以有效提高治疗效果,显著提高125-250Hz、125－500Hz这两个频段的听力情况,值得临床推广。
","耳后;甲强龙;全聋型;突发性聋
","人类
","易虹
","广东省肇庆市第一人民医院,广东肇庆 526040
","R322.92;R764.43;*R764.437;R977.11
","中国医药科学;2017;7(8):21-24
","2095-0616
","11-6006/R
","
","ZZ53
","
","
","广东
","0
","20171231
","AA
","中国医药科学
","2017
","7
","8
","21-24
"
"2017368265
","桉柠蒎软胶囊联合咽鼓管吹张治疗急性分泌性中耳炎的疗效分析
","
","目的:观察桉柠蒎软胶囊联合咽鼓管吹张治疗急性分泌性中耳炎的临床疗效。方法:选取180例(200耳)急性分泌性中耳炎患者随机分对照组88耳、治疗组112耳分别采用对照组常规治疗、治疗组常规加桉柠蒎软胶囊联合咽鼓管吹张治疗,根据治疗前后两组患者症状、体征及听力学检查结果比较分析疗效。结果:治疗后对照组有效率78.41%;治疗组有效率91.96%。两组有效率经z检验差异有极显著统计学意义(x2=7.464,P<0.01)。结论:常规治疗加用桉柠蒎软胶囊联合咽鼓管吹张治疗急性分泌性中耳炎的有效率有显著提高。
","急性分泌性中耳炎;桉柠蒎;咽鼓管吹张;疗效
","人类
","熊景鹏;方志兵;陈明扬;付昱
","武汉市武昌医院耳鼻咽喉科,湖北武汉 430000
","R282.71;R322.922;*R764.21
","中国医药指南;2017;15(16):129-130
","1671-8194
","11-4856/R
","
","ZG88
","
","
","湖北
","0
","20171231
","AA
","中国医药指南
","2017
","15
","16
","129-130
"
"2017367803
","分泌性中耳炎采用糖皮质激素治疗的效果评价
","Using glucocorticoids effect evaluation for the treatment of secre tory otitis media
","目的:探究分泌性中耳炎采用糖皮质激素治疗的临床效果及评价。方法:选取我院2013年3月-2016年6月经听力检查、鼓气耳镜检查和鼓膜穿刺确诊的分泌性中耳炎患者96例为研究对象,按就诊顺序数字随机分成常规组和糖皮质组,每组48例,分别采用常规治疗方法和联合应用地塞米松药物治疗,比较两组患者的治疗效果。结果:两组治疗后复发率统计糖皮质组4.17%低于常规组22.92%,且具有差异统计学意义(P<0.01)。两组治疗后进行气导听阈测试3项指标,糖皮质组均优于常规组,且具有差异统计学意义(P<0.01)。2组治疗后的鼓膜形态改善状况(79.17%vs52.08%)和治疗有效率(95.83%vs77.08%),糖皮质组均高于常规组,均具有差异统计学意义(P<0.01)。治疗后糖皮质组中耳积液中血小板活化因子(PAF)、白介素6(IL-6)和血清炎症因子的水平值均低于常规组(P<0.05)。两组治疗过程中未见不良反应。结论:采用糖皮质激素治疗分泌性中耳炎,可降低复发率、提高患者听力水平、减轻炎症反应、疗效显著是理想用药。
","分泌性中耳炎;糖皮质激素;听力测试;中耳积液
","人类
","王桂芳;郝园园;王庭良;黄观辉;陈宝叔;胡明清
","解放军第59医院耳鼻咽喉科,云南开远 661600
","R195.1;R364.5;R764.21;R916.4;R977.11
","中国中西医结合耳鼻咽喉科杂志;2017;25(2):88-90,98
","1007-4856
","34-1159/R
","
","ZE2
","
","
","云南
","0
","20171231
","AA
","中国中西医结合耳鼻咽喉科杂志
","2017
","25
","2
","88-90,98
"
"2017366531
","声频共振作用下外耳道激素灌注治疗突发性聋的疗效观察
","
","目的:观察声频共振作用下外耳道地塞米松灌注与口服或静脉滴注激素治疗突发性聋(SHL)的近期及远期临床疗效。方法:选取符合纳入标准的229例SHL患者,按随机数字表法分为对照组、激素组、声频组、联合组。所有患者均给予SHL常规治疗(金纳多、前列地尔、维生素等)及心理疏导;激素组60例,给予口服或静脉滴注激素治疗;声频组54例,给予以CZT-8f声频共振作用下外耳道地塞米松灌注治疗;联合组55例,在口服或静脉滴注激素治疗的基础上给予CZT-8f声频共振作用下外耳道地塞米松灌注治疗。分别于治疗前及治疗2、4、8周时,用同一纯音电测听仪检测4组患者的纯音听阈,并评估和比较4组患者的平均听阈值的变化及其疗效。结果:治疗后2、4、8周,联合组的平均听阈值分别为(51.18±18.48)、(41.95±19.13)和(37.17±18.89)dB,治疗后的4周和8周,与其余3组同时间点分别比较,差异均有统计学意义(P<0.05);联合组总有效率分别为63.64%、74.55%、78.18%,与对照组比较,差异均有统计学意义(P<0.05)。治疗后2、4、8周,激素组的平均听阈值分别为(55.74±16.23)、(50.89±18.41)、(48.93±17.84)dB,声频组分别为(59.69±17.94)、(53.21±19.28)、(48.22±17.86)dB,两者比较,差异均无统计学意义(P>0.05);激素组的总有效率分别为65.00%、70.00%、68.33%,声频组的总有效率分别为59.26%、66.67%、70.37%,两者比较,差异均无统计学意义(P>0.05)。4组中,治疗后4周与治疗后2周的平均听阈值组内比较,仅联合组有统计学意义(P<0.05);治疗后8周与治疗后2周组内比较,联合组、声频组有统计学意义(P<0.05)。结论:声频共振作用下外耳道激素灌注治疗SHL与口服或静脉滴注激素治疗途径的近期及远期临床疗效持平,且前者治疗效果更缓慢持久;两种激素给药途径联合使用具有提高SHL患者远期听力水平的相对优势。
","外耳道灌注;声频共振;听觉丧失,突发性;地塞米松
","人类
","陈清(1);姚琦(2);陈望燕(2);陈沛(2);刘卫红(2);张碧波(2);王瑛(2)
","(1)湖北中医药大学临床医学院研究生院,武汉 430061; (2)华中科技大学同济医学院附属武汉市中西医结合医院/武汉市第一医院耳鼻咽喉科
","R195.1;R322.921;R459.1;R764.437
","中华物理医学与康复杂志;2017;39(5):382-385
","0254-1424
","42-1666/R
","
","Z75a;Z75b
","
","武汉市卫生和计划生育委员会科研重点项目(WX16A01)
","湖北
","0
","20171231
","AA
","中华物理医学与康复杂志
","2017
","39
","5
","382-385
"
"2017671390
","双耳突聋与单耳突聋的临床对比分析
","
","目的:分析对比双耳突聋与单耳突聋的临床特点及治疗效果。方法:选取2009年1月－2011年1月220例突聋患者,随机分为观察组A(双耳突聋)22例和观察组B(单耳突聋)198例,观察分析两组的临床特点,比较两组的治疗效果。结果:两组患者的年龄、高脂血症及糖尿病的患病率比较存在明显差异(P<0.05),具有统计学意义。两组疗效比较存在显著差异,治疗后两组听力水平均有提高,观察组B的听力增益更为明显(P<0.05),具有统计学意义。结论:高龄、发病时间长、有并发症等是突聋患者预后不良的影响因素,双耳突聋的治疗效果欠佳。
","双耳突聋;单耳突聋;临床特点
","对比研究;老年人;人类
","刘文波;杨聪
","云南省文山州人民医院耳鼻喉科, 663000
","R195.1;R322.92;R339.16;R764.437.06
","当代医学;2012;18(1):109-110
","1009-4393
","11-4449/R
","
","YB8
","
","
","云南
","0
","20171124
","AA
","当代医学
","2012
","18
","1
","109-110
"
"2017670961
","耳内窥镜应用在慢性化脓性中耳炎手术中价值分析
","
","目的:观察耳内窥镜在慢性化脓性中耳炎手术中的应用价值,为临床工作提供参考。方法:选择本院耳鼻喉科2009年3月－2011年3月收治的慢性化脓性中耳炎患者56例,随机分为对照组和观察组各28例.对照组患者给予耳内窥镜下冲洗抽吸治疗,观察组患者给予耳内窥镜下单纯型的鼓膜修补术治疗.分别于治疗前和治疗后6个月进行纯音测听,比较两组患者治疗效果的差异,并分析观察组患者术后并发症的发生率。结果:对照组治疗前后气导听阈值、骨导听阈值无明显变化,差异无统计学意义(P>0.05),与治疗前比较,观察组患者治疗后气导听阈值、骨导听阈值均明显下降,差异有统计学意义(P<0.05).观察组患者术后并发症发生率为10.71%。结论:采用耳内窥镜下单纯型的鼓膜修补术治疗慢性化脓性中耳炎,可以取得较满意的治疗效果,值得临床推广应用.
","耳内窥镜;慢性化脓性中耳炎;手术
","人类
","邓丽芳;陈伟南
","广东省东莞市太平人民医院耳鼻咽喉科, 523900
","R322.923;R339.16;R619.1;R764.21
","当代医学;2012;18(4):36-37
","1009-4393
","11-4449/R
","
","YB8
","
","
","广东
","0
","20171124
","AA
","当代医学
","2012
","18
","4
","36-37
"
"2017669360
","放松训练在突发性耳聋患者中的应用
","
","目的:探讨放松训练对突发性耳聋患者焦虑心理及预后的影响。方法:将本科住院的120例突发性耳聋患者随机分成观察组和对照组。两组患者采用同样的治疗和常规护理外,观察组实施放松训练,使患者情绪镇静,心理放松,减轻其焦虑抑郁心理。2周后进行焦虑抑郁状态及听力恢复程度评分。结果:观察组患者的焦虑抑郁状态明显低于对照组,差异有显著意义(P<0.05);观察组听力恢复程度明显高于对照组(P<0.05)。结论:放松训练可减轻突发性耳聋患者的焦虑抑郁心理,改善内耳循环,有利于患者听力恢复。
","放松训练;突发性耳聋;焦虑;听力恢复
","人类
","孟胜环;田从哲;李翠乔;刘彦雪
","河北大学附属医院耳鼻喉科,河北保定 071000
","R339.16;*R473.76;R749.42;R749.72;R764.437
","护士进修杂志;2012;27(2):134-135
","1002-6975
","52-1063/R
","
","H24
","
","
","河北
","0
","20171124
","AA
","护士进修杂志
","2012
","27
","2
","134-135
"
"2017664403
","60CO照射对豚鼠听力及耳蜗螺旋神经节细胞Caspase表达的影响
","Hearing Damage and Caspase Expression in Spiral Ganglion Cells in Inner Ear in Guniea Pigs after 60CO Irradiation
","目的:探讨60 CO照射后豚鼠听损伤及与耳蜗螺旋神经节细胞(spiral ganglion cell,SGC)Caspase3、Caspase8、Caspase9表达的关系。方法:选择白化豚鼠40只,随机分为对照组和放射组。对照组8只不实施60 CO照射行ABR检查后处死;放射组32只豚鼠右耳耳颞部一次性给予60 CO 70Gy照射,于照射后第1、4、7、14天行ABR检查后,每个时间点各处死8只豚鼠,行耳蜗中轴切片HE染色及免疫组织化学染色,观察SGC形态变化及Caspase3、Caspase8、Caspase9的表达。结果:HE染色显示放射组SGC出现萎缩改变,照射后第4、7、14天ABR反应阈分别为25.0±11.72、47.5±11.90、55.00±7.07dB nHL,与对照组(11.66±2.58dB nHL)比较差异有统计学意义(P<0.05或P<0.01)。放射组SGC的Caspase 3、Caspase8、Caspase 9的阳性表达比对照组强,照射后第1、4、7、14天SGC的Caspase3平均光密度值分别为0.10±0.02、0.11±0.02、0.14±0.01、0.10±0.01,与对照组(0.07±0.01)比较差异均有统计学意义(P<0.05或P<0.01)。照射后第1天(0.12±0.01)、4天(0.23±0.04)、7天(0.11±0.01)、14天(0.21±0.03)SGC的Caspase8平均光密度值与对照组(0.05±0.02)比较差异均有显著统计学意义(P<0.01)。照射后第4、7、14天SGC的Caspase9平均光密度值分别为0.22±0.03、0.35±0.02、0.29±0.02,与对照组(0.12±0.01)比较差异均有显著统计学意义(P<0.01)。结论:60 CO照射导致豚鼠的听损伤可能与耳蜗SGC的萎缩有关,SGC的萎缩可能与Caspase 3、Caspase8、Caspase 9在SGC的表达上调有关。
","放射;螺旋神经节细胞;半胱氨酸天冬氨酸蛋白酶;内耳
","豚鼠
","谢利红;唐安洲;尹时华;谭颂华;孙贝蒂;钟华林
","广西医科大学第一附属医院耳鼻咽喉-头颈外科,南宁 530021
","R-332;R322.85;R322.923;R339.16;R345.79;*R764.35;R977.3
","听力学及言语疾病杂志;2012;20(1):32-35
","1006-7299
","42-1391/R
","
","T07
","
","广西壮族自治区自然科学基金(桂科自0832126)
","广西
","0
","20171124
","AA
","听力学及言语疾病杂志
","2012
","20
","1
","32-35
"
"2017640741
","用盐酸氨溴索治疗分泌性中耳炎的效果观察
","
","目的:探讨用盐酸氨溴索治疗分泌性中耳炎的效果。方法:对2013年1月至2014年12月我科收治的112例分泌性中耳炎患者的临床资料进行回顾性分析,将其随机分为对照组和观察组,每组各56例患者。对对照组患者进行常规治疗,为观察组患者在进行常规治疗的基础上加用盐酸氨溴索进行治疗,并对比观察两组患者的临床疗效及听力改善的情况。结果:观察组患者治疗的总有效率明显高于对照组患者,差异显著(P<0.05),有统计学意义。与对照组患者相比,观察组患者在进行治疗后其0.5 k Hz、1 k Hz、2 k Hz各频率的气导听力提高的幅度较大,差异显著,有统计学意义(P<0.05)。结论:应用盐酸氨溴索治疗分泌性中耳炎的临床效果确切,可显著改善患者的听力,此法值得在临床上推广应用。
","盐酸氨溴索;分泌性中耳炎
","人类
","朱雪松
","营山县星火中心卫生院,四川南充 637790
","R-33;R195;R339.16;R974.1
","当代医药论丛;2015;(16):248-249
","1672-2523
","22-1350/R
","
","KJ3
","
","
","四川
","0
","20171124
","AA
","当代医药论丛
","2015
","
","16
","248-249
"
"2017640523
","使用开放式鼓室成形术联合乳突根治术治疗胆脂瘤型中耳炎的疗效分析
","
","目的:探讨使用开放式鼓室成形术联合乳突根治术治疗胆脂瘤型中耳炎的疗效。方法:选取我院2011年1月至2013年7月期间收治的94例胆脂瘤型中耳炎患者作为研究对象。随机将这些患者分为对照组和研究组,每组各47例患者。为对照组患者使用乳突根治术进行治疗,为研究组患者使用开放式鼓室成形术联合乳突根治术进行治疗,然后比较两组患者治疗的效果和鼓膜愈合的情况。结果:经过治疗后,研究组患者治疗的总有效率、鼓膜成活率均明显高于对照组患者,差异显著,具有统计学意义(P<0.05)。结论:使用开放式鼓室成形术联合乳突根治术治疗胆脂瘤型中耳炎的效果显著,可明显提高患者鼓膜的成活率,提高其听力。此治疗方法值得在临床上推广应用。
","开放式鼓室成形术;乳突根治术;胆脂瘤型中耳炎
","人类
","李坤
","河南省淮滨县人民医院耳鼻喉科,河南淮滨 464400
","R181.81;R322.921;R764.290.6;R764.92
","当代医药论丛;2015;(17):205-206
","1672-2523
","22-1350/R
","
","KJ3
","
","
","河南
","0
","20171124
","AA
","当代医药论丛
","2015
","
","17
","205-206
"
